hyp,src,label,p(Hallucination),hyp_normalized,src_normalized,hyp_sentences,src_sentences,hyp_tokens,src_tokens,hyp_lemmas,src_lemmas
"We need more water, yo.",We need more water.,Not Hallucination,0.33,we need more water yo,we need more water,['we need more water yo'],['we need more water'],"[['we', 'need', 'more', 'water', 'yo']]","[['we', 'need', 'more', 'water']]","['we', 'need', 'more', 'water', 'you']","['we', 'need', 'more', 'water']"
I want to see your eyes.,I wanna see your eyes.,Not Hallucination,0.0,i want to see your eyes,i want to see your eyes,['i want to see your eyes'],['i want to see your eyes'],"[['i', 'want', 'to', 'see', 'your', 'eyes']]","[['i', 'want', 'to', 'see', 'your', 'eyes']]","['I', 'want', 'to', 'see', 'your', 'eye']","['I', 'want', 'to', 'see', 'your', 'eye']"
"Morning, Sarah.","Good morning, Sarah.",Not Hallucination,0.33,morning sarah,good morning sarah,['morning sarah'],['good morning sarah'],"[['morning', 'sarah']]","[['good', 'morning', 'sarah']]","['morning', 'sarah']","['good', 'morning', 'sarah']"
"Thank you, molly.","Thank you, Molly.",Not Hallucination,0.0,thank you molly,thank you molly,['thank you molly'],['thank you molly'],"[['thank', 'you', 'molly']]","[['thank', 'you', 'molly']]","['thank', 'you', 'Molly']","['thank', 'you', 'Molly']"
Who's mary?,Who's Mary?,Not Hallucination,0.0,who is mary,who is mary,['who is mary'],['who is mary'],"[['who', 'is', 'mary']]","[['who', 'is', 'mary']]","['who', 'be', 'mary']","['who', 'be', 'mary']"
"Morning, annie.","Good morning, Annie.",Not Hallucination,0.33,morning annie,good morning annie,['morning annie'],['good morning annie'],"[['morning', 'annie']]","[['good', 'morning', 'annie']]","['morning', 'annie']","['good', 'morning', 'annie']"
What's she lookin 'for?,What's she looking for?,Hallucination,1.0,what is she lookin for,what is she looking for,['what is she lookin for'],['what is she looking for'],"[['what', 'is', 'she', 'lookin', 'for']]","[['what', 'is', 'she', 'looking', 'for']]","['what', 'be', 'she', 'lookin', 'for']","['what', 'be', 'she', 'look', 'for']"
It's joshy.,It's Josh.,Hallucination,1.0,it is joshy,it is josh,['it is joshy'],['it is josh'],"[['it', 'is', 'joshy']]","[['it', 'is', 'josh']]","['it', 'be', 'joshy']","['it', 'be', 'josh']"
"Hey, bella.","Hey, Bella.",Not Hallucination,0.0,hey bella,hey bella,['hey bella'],['hey bella'],"[['hey', 'bella']]","[['hey', 'bella']]","['hey', 'bella']","['hey', 'bella']"
"Thankyou, Jessica.","Thank you, Jessica.",Not Hallucination,0.33,thankyou jessica,thank you jessica,['thankyou jessica'],['thank you jessica'],"[['thankyou', 'jessica']]","[['thank', 'you', 'jessica']]","['thankyou', 'Nessica']","['thank', 'you', 'Nessica']"
"Thank you, kathy.","Thank you, Kathy.",Not Hallucination,0.0,thank you kathy,thank you kathy,['thank you kathy'],['thank you kathy'],"[['thank', 'you', 'kathy']]","[['thank', 'you', 'kathy']]","['thank', 'you', 'kathy']","['thank', 'you', 'kathy']"
Warsawa..,Warsaw.,Hallucination,1.0,warsawa,warsaw,['warsawa'],['warsaw'],[['warsawa']],[['warsaw']],['warsawa'],['warsaw']
"Cannibal, cannibal, please.",Cannibal.,Hallucination,1.0,cannibal cannibal please,cannibal,['cannibal cannibal please'],['cannibal'],"[['cannibal', 'cannibal', 'please']]",[['cannibal']],"['cannibal', 'cannibal', 'please']",['cannibal']
BosIey.,BosIey.,Not Hallucination,0.0,bosiey,bosiey,['bosiey'],['bosiey'],[['bosiey']],[['bosiey']],['bosiey'],['bosiey']
Dean you okay?,"Dean, you all right?",Hallucination,1.0,dean you okay,dean you all right,['dean you okay'],['dean you all right'],"[['dean', 'you', 'okay']]","[['dean', 'you', 'all', 'right']]","['dean', 'you', 'okay']","['dean', 'you', 'all', 'right']"
Champagne for y'all.,Champagne for everybody.,Not Hallucination,0.0,champagne for you all,champagne for everybody,['champagne for you all'],['champagne for everybody'],"[['champagne', 'for', 'you', 'all']]","[['champagne', 'for', 'everybody']]","['champagne', 'for', 'you', 'all']","['champagne', 'for', 'everybody']"
Where is the bride?,Where's the bride?,Not Hallucination,0.0,where is the bride,where is the bride,['where is the bride'],['where is the bride'],"[['where', 'is', 'the', 'bride']]","[['where', 'is', 'the', 'bride']]","['where', 'be', 'the', 'bride']","['where', 'be', 'the', 'bride']"
I'm at the bridge.,I'm at the bridge.,Not Hallucination,0.0,i am at the bridge,i am at the bridge,['i am at the bridge'],['i am at the bridge'],"[['i', 'am', 'at', 'the', 'bridge']]","[['i', 'am', 'at', 'the', 'bridge']]","['I', 'be', 'at', 'the', 'bridge']","['I', 'be', 'at', 'the', 'bridge']"
The water's boiling.,The water's boiling.,Not Hallucination,0.0,the waters boiling,the waters boiling,['the waters boiling'],['the waters boiling'],"[['the', 'waters', 'boiling']]","[['the', 'waters', 'boiling']]","['the', 'water', 'boil']","['the', 'water', 'boil']"
I'm going to have a Son.,I'm going to have a son.,Not Hallucination,0.0,i am going to have a son,i am going to have a son,['i am going to have a son'],['i am going to have a son'],"[['i', 'am', 'going', 'to', 'have', 'a', 'son']]","[['i', 'am', 'going', 'to', 'have', 'a', 'son']]","['I', 'be', 'go', 'to', 'have', 'a', 'son']","['I', 'be', 'go', 'to', 'have', 'a', 'son']"
"Thanks, Natalie.","Thank you, Natalie.",Not Hallucination,0.0,thanks natalie,thank you natalie,['thanks natalie'],['thank you natalie'],"[['thanks', 'natalie']]","[['thank', 'you', 'natalie']]","['thanks', 'Natalie']","['thank', 'you', 'Natalie']"
His son's lame.,His son's dead.,Hallucination,1.0,his sons lame,his sons dead,['his sons lame'],['his sons dead'],"[['his', 'sons', 'lame']]","[['his', 'sons', 'dead']]","['his', 'son', 'lame']","['his', 'son', 'dead']"
Do you hear the tune?,Do you hear music?,Hallucination,1.0,do you hear the tune,do you hear music,['do you hear the tune'],['do you hear music'],"[['do', 'you', 'hear', 'the', 'tune']]","[['do', 'you', 'hear', 'music']]","['do', 'you', 'hear', 'the', 'tune']","['do', 'you', 'hear', 'music']"
A hunting accident- -,A hunting accident.,Hallucination,1.0,a hunting accident ,a hunting accident,['a hunting accident'],['a hunting accident'],"[['a', 'hunting', 'accident']]","[['a', 'hunting', 'accident']]","['a', 'hunting', 'accident']","['a', 'hunting', 'accident']"
It's Ivan Locke,It's Ivan Locke.,Not Hallucination,0.0,it is ivan locke,it is ivan locke,['it is ivan locke'],['it is ivan locke'],"[['it', 'is', 'ivan', 'locke']]","[['it', 'is', 'ivan', 'locke']]","['it', 'be', 'ivan', 'locke']","['it', 'be', 'ivan', 'locke']"
Where's the princessa?,Where's the princess?,Hallucination,1.0,where is the princessa,where is the princess,['where is the princessa'],['where is the princess'],"[['where', 'is', 'the', 'princessa']]","[['where', 'is', 'the', 'princess']]","['where', 'be', 'the', 'princessa']","['where', 'be', 'the', 'princess']"
"Thank you, hollyy.","Thank you, Holly.",Hallucination,1.0,thank you hollyy,thank you holly,['thank you hollyy'],['thank you holly'],"[['thank', 'you', 'hollyy']]","[['thank', 'you', 'holly']]","['thank', 'you', 'hollyy']","['thank', 'you', 'holly']"
Whwhat beach?,What beach?,Hallucination,1.0,whwhat beach,what beach,['whwhat beach'],['what beach'],"[['whwhat', 'beach']]","[['what', 'beach']]","['whwhat', 'beach']","['what', 'beach']"
She doesn't have lovers.,She doesn't have any friends.,Hallucination,1.0,she does not have lovers,she does not have any friends,['she does not have lovers'],['she does not have any friends'],"[['she', 'does', 'not', 'have', 'lovers']]","[['she', 'does', 'not', 'have', 'any', 'friends']]","['she', 'do', 'not', 'have', 'lover']","['she', 'do', 'not', 'have', 'any', 'friend']"
"6-0, 6-0, 6-0, 6-0, 6-0.",650.,Hallucination,1.0,60 60 60 60 60,650,['60 60 60 60 60'],['650'],"[['60', '60', '60', '60', '60']]",[['650']],"['60', '60', '60', '60', '60']",['650']
"Thank you,  Leon.","Thank you, Leon.",Not Hallucination,0.0,thank you  leon,thank you leon,['thank you  leon'],['thank you leon'],"[['thank', 'you', 'leon']]","[['thank', 'you', 'leon']]","['thank', 'you', 'Leon']","['thank', 'you', 'Leon']"
It's my handwriting.,It is my handwriting.,Not Hallucination,0.0,it is my handwriting,it is my handwriting,['it is my handwriting'],['it is my handwriting'],"[['it', 'is', 'my', 'handwriting']]","[['it', 'is', 'my', 'handwriting']]","['it', 'be', 'my', 'handwriting']","['it', 'be', 'my', 'handwriting']"
He's got your eyes.,He's got your eyes.,Not Hallucination,0.0,he is got your eyes,he is got your eyes,['he is got your eyes'],['he is got your eyes'],"[['he', 'is', 'got', 'your', 'eyes']]","[['he', 'is', 'got', 'your', 'eyes']]","['he', 'be', 'get', 'your', 'eye']","['he', 'be', 'get', 'your', 'eye']"
1 1 1 minutes.,11 minutes.,Hallucination,1.0,1 1 1 minutes,11 minutes,['1 1 1 minutes'],['11 minutes'],"[['1', '1', '1', 'minutes']]","[['11', 'minutes']]","['1', '1', '1', 'minute']","['11', 'minute']"
Where's tracys?,Where's Tracy?,Hallucination,1.0,where is tracys,where is tracy,['where is tracys'],['where is tracy'],"[['where', 'is', 'tracys']]","[['where', 'is', 'tracy']]","['where', 'be', 'tracy']","['where', 'be', 'tracy']"
Where's Oliver?,Where's Oliver?,Not Hallucination,0.0,where is oliver,where is oliver,['where is oliver'],['where is oliver'],"[['where', 'is', 'oliver']]","[['where', 'is', 'oliver']]","['where', 'be', 'oliver']","['where', 'be', 'oliver']"
I'm a chaser.,I'm a hunter.,Hallucination,1.0,i am a chaser,i am a hunter,['i am a chaser'],['i am a hunter'],"[['i', 'am', 'a', 'chaser']]","[['i', 'am', 'a', 'hunter']]","['I', 'be', 'a', 'chaser']","['I', 'be', 'a', 'hunter']"
Where's greg?,Where's Greg?,Not Hallucination,0.0,where is greg,where is greg,['where is greg'],['where is greg'],"[['where', 'is', 'greg']]","[['where', 'is', 'greg']]","['where', 'be', 'greg']","['where', 'be', 'greg']"
"Thanks, carlos.","Thank you, Carlos.",Hallucination,1.0,thanks carlos,thank you carlos,['thanks carlos'],['thank you carlos'],"[['thanks', 'carlos']]","[['thank', 'you', 'carlos']]","['thanks', 'carlos']","['thank', 'you', 'carlos']"
"Thanks, Alfredo.","Thank you, Alfred.",Hallucination,1.0,thanks alfredo,thank you alfred,['thanks alfredo'],['thank you alfred'],"[['thanks', 'alfredo']]","[['thank', 'you', 'alfred']]","['thanks', 'alfredo']","['thank', 'you', 'alfred']"
Gandhi,Gandhi?,Not Hallucination,0.0,gandhi,gandhi,['gandhi'],['gandhi'],[['gandhi']],[['gandhi']],['gandhi'],['gandhi']
He believes in you.,He believes in you.,Not Hallucination,0.0,he believes in you,he believes in you,['he believes in you'],['he believes in you'],"[['he', 'believes', 'in', 'you']]","[['he', 'believes', 'in', 'you']]","['he', 'believe', 'in', 'you']","['he', 'believe', 'in', 'you']"
The bar's open-ended.,Bar's open.,Hallucination,1.0,the bars openended,bars open,['the bars openended'],['bars open'],"[['the', 'bars', 'openended']]","[['bars', 'open']]","['the', 'bar', 'openend']","['bar', 'open']"
I'm not your granddaughter,I'm not your daughter.,Hallucination,1.0,i am not your granddaughter,i am not your daughter,['i am not your granddaughter'],['i am not your daughter'],"[['i', 'am', 'not', 'your', 'granddaughter']]","[['i', 'am', 'not', 'your', 'daughter']]","['I', 'be', 'not', 'your', 'granddaughter']","['I', 'be', 'not', 'your', 'daughter']"
"Thank you, ralph","Thank you, Ralph.",Not Hallucination,0.0,thank you ralph,thank you ralph,['thank you ralph'],['thank you ralph'],"[['thank', 'you', 'ralph']]","[['thank', 'you', 'ralph']]","['thank', 'you', 'ralph']","['thank', 'you', 'ralph']"
"Thanks, Seth.","Thank you, Seth.",Not Hallucination,0.0,thanks seth,thank you seth,['thanks seth'],['thank you seth'],"[['thanks', 'seth']]","[['thank', 'you', 'seth']]","['thanks', 'seth']","['thank', 'you', 'seth']"
Wh-Where's Simon?,Where's Simon?,Hallucination,1.0,whwhere is simon,where is simon,['whwhere is simon'],['where is simon'],"[['whwhere', 'is', 'simon']]","[['where', 'is', 'simon']]","['whwhere', 'be', 'simon']","['where', 'be', 'simon']"
Where's jasons?,Where's Jason?,Not Hallucination,0.25,where is jasons,where is jason,['where is jasons'],['where is jason'],"[['where', 'is', 'jasons']]","[['where', 'is', 'jason']]","['where', 'be', 'jason']","['where', 'be', 'jason']"
We're explorers..,We're explorers.,Not Hallucination,0.25,we are explorers,we are explorers,['we are explorers'],['we are explorers'],"[['we', 'are', 'explorers']]","[['we', 'are', 'explorers']]","['we', 'be', 'explorer']","['we', 'be', 'explorer']"
Sixty-minutes.,60 minutes.,Not Hallucination,0.25,sixtyminutes,60 minutes,['sixtyminutes'],['60 minutes'],[['sixtyminutes']],"[['60', 'minutes']]",['sixtyminute'],"['60', 'minute']"
Tony Vermont.,TONY Vermont.,Not Hallucination,0.0,tony vermont,tony vermont,['tony vermont'],['tony vermont'],"[['tony', 'vermont']]","[['tony', 'vermont']]","['tony', 'vermont']","['tony', 'vermont']"
"Thanks, Julian.","Thank you, Julian.",Not Hallucination,0.25,thanks julian,thank you julian,['thanks julian'],['thank you julian'],"[['thanks', 'julian']]","[['thank', 'you', 'julian']]","['thanks', 'julian']","['thank', 'you', 'julian']"
He's beggars.,He's praying.,Hallucination,1.0,he is beggars,he is praying,['he is beggars'],['he is praying'],"[['he', 'is', 'beggars']]","[['he', 'is', 'praying']]","['he', 'be', 'beggar']","['he', 'be', 'pray']"
Baggins!,Baggins.,Hallucination,1.0,baggins,baggins,['baggins'],['baggins'],[['baggins']],[['baggins']],['baggins'],['baggins']
Where's thomas?,Where's Thomas?,Not Hallucination,0.25,where is thomas,where is thomas,['where is thomas'],['where is thomas'],"[['where', 'is', 'thomas']]","[['where', 'is', 'thomas']]","['where', 'be', 'thomas']","['where', 'be', 'thomas']"
estellee.,EsteIIe.,Hallucination,1.0,estellee,esteiie,['estellee'],['esteiie'],[['estellee']],[['esteiie']],['estellee'],['esteiie']
"Thank you, morgan.","Thank you, Morgan.",Not Hallucination,0.25,thank you morgan,thank you morgan,['thank you morgan'],['thank you morgan'],"[['thank', 'you', 'morgan']]","[['thank', 'you', 'morgan']]","['thank', 'you', 'morgan']","['thank', 'you', 'morgan']"
Where's taylor?,Where's Taylor?,Not Hallucination,0.25,where is taylor,where is taylor,['where is taylor'],['where is taylor'],"[['where', 'is', 'taylor']]","[['where', 'is', 'taylor']]","['where', 'be', 'taylor']","['where', 'be', 'taylor']"
I don't have a parent here.,I don't have parents.,Not Hallucination,0.5,i do not have a parent here,i do not have parents,['i do not have a parent here'],['i do not have parents'],"[['i', 'do', 'not', 'have', 'a', 'parent', 'here']]","[['i', 'do', 'not', 'have', 'parents']]","['I', 'do', 'not', 'have', 'a', 'parent', 'here']","['I', 'do', 'not', 'have', 'parent']"
"Thanks, casey.","Thank you, Casey.",Not Hallucination,0.25,thanks casey,thank you casey,['thanks casey'],['thank you casey'],"[['thanks', 'casey']]","[['thank', 'you', 'casey']]","['thanks', 'casey']","['thank', 'you', 'casey']"
My mommy's dying.,My mom's dying.,Not Hallucination,0.5,my mommys dying,my moms dying,['my mommys dying'],['my moms dying'],"[['my', 'mommys', 'dying']]","[['my', 'moms', 'dying']]","['my', 'mommy', 'die']","['my', 'mom', 'die']"
I just want to play poker.,I just wanna play.,Hallucination,0.75,i just want to play poker,i just want to play,['i just want to play poker'],['i just want to play'],"[['i', 'just', 'want', 'to', 'play', 'poker']]","[['i', 'just', 'want', 'to', 'play']]","['I', 'just', 'want', 'to', 'play', 'poker']","['I', 'just', 'want', 'to', 'play']"
"Thanks, jake.","Thank you, Jake.",Not Hallucination,0.25,thanks jake,thank you jake,['thanks jake'],['thank you jake'],"[['thanks', 'jake']]","[['thank', 'you', 'jake']]","['thanks', 'jake']","['thank', 'you', 'jake']"
"Thanks, Jones.","Thank you, Jones.",Not Hallucination,0.25,thanks jones,thank you jones,['thanks jones'],['thank you jones'],"[['thanks', 'jones']]","[['thank', 'you', 'jones']]","['thanks', 'jone']","['thank', 'you', 'jone']"
I'm sanctified.,I'm blessed.,Hallucination,1.0,i am sanctified,i am blessed,['i am sanctified'],['i am blessed'],"[['i', 'am', 'sanctified']]","[['i', 'am', 'blessed']]","['I', 'be', 'sanctify']","['I', 'be', 'bless']"
Strangled?,Strangle?,Hallucination,1.0,strangled,strangle,['strangled'],['strangle'],[['strangled']],[['strangle']],['strangle'],['strangle']
I have to be dying.,I have to die.,Hallucination,1.0,i have to be dying,i have to die,['i have to be dying'],['i have to die'],"[['i', 'have', 'to', 'be', 'dying']]","[['i', 'have', 'to', 'die']]","['I', 'have', 'to', 'be', 'die']","['I', 'have', 'to', 'die']"
Sun's going to come up soon.,Sun's going to come up soon.,Not Hallucination,0.0,suns going to come up soon,suns going to come up soon,['suns going to come up soon'],['suns going to come up soon'],"[['suns', 'going', 'to', 'come', 'up', 'soon']]","[['suns', 'going', 'to', 'come', 'up', 'soon']]","['sun', 'go', 'to', 'come', 'up', 'soon']","['sun', 'go', 'to', 'come', 'up', 'soon']"
