,hyp,tgt,src,ref,task,model,hyp_normalized,src_normalized,hyp_sentences,src_sentences,hyp_tokens,src_tokens,hyp_lemmas,src_lemmas,cosine_similarity,semantic_similarity
73,He's a Muslim.,,He's a Muslim.,src,PG,,he is a muslim,he is a muslim,['he is a muslim'],['he is a muslim'],"[['he', 'is', 'a', 'muslim']]","[['he', 'is', 'a', 'muslim']]","['he', 'be', 'a', 'muslim']","['he', 'be', 'a', 'muslim']",1.0,0.9999995827674866
74,The Book of Shadows.,,Book of Shadows.,src,PG,,the book of shadows,book of shadows,['the book of shadows'],['book of shadows'],"[['the', 'book', 'of', 'shadows']]","[['book', 'of', 'shadows']]","['the', 'book', 'of', 'shadow']","['book', 'of', 'shadow']",0.9614421022501163,0.9866155385971069
75,It's Kyle Butler.,,Kyle Butler.,src,PG,,it is kyle butler,kyle butler,['it is kyle butler'],['kyle butler'],"[['it', 'is', 'kyle', 'butler']]","[['kyle', 'butler']]","['it', 'be', 'kyle', 'butler']","['kyle', 'butler']",0.9588949962763962,0.7004622220993042
76,I'm a brute.,,I'm an animal.,src,PG,,i am a brute,i am an animal,['i am a brute'],['i am an animal'],"[['i', 'am', 'a', 'brute']]","[['i', 'am', 'an', 'animal']]","['I', 'be', 'a', 'brute']","['I', 'be', 'a', 'animal']",0.04375797511289647,0.7150764465332031
77,Where's the poolside?,,Where's the pool?,src,PG,,where is the poolside,where is the pool,['where is the poolside'],['where is the pool'],"[['where', 'is', 'the', 'poolside']]","[['where', 'is', 'the', 'pool']]","['where', 'be', 'the', 'poolside']","['where', 'be', 'the', 'pool']",0.5478130134824748,0.9844931364059448
78,Gimme..,,Gimi.,src,PG,,give me,gimi,['give me'],['gimi'],"[['give', 'me']]",[['gimi']],"['give', 'I']",['gimi'],0.0,0.5617465376853943
79,"Thank you, ethani.",,"Thank you, Ethan.",src,PG,,thank you ethani,thank you ethan,['thank you ethani'],['thank you ethan'],"[['thank', 'you', 'ethani']]","[['thank', 'you', 'ethan']]","['thank', 'you', 'ethani']","['thank', 'you', 'ethan']",0.5280291402290304,0.9190381765365601
80,"Thank you, owen.",,"Thank you, Owen.",src,PG,,thank you owen,thank you owen,['thank you owen'],['thank you owen'],"[['thank', 'you', 'owen']]","[['thank', 'you', 'owen']]","['thank', 'you', 'owen']","['thank', 'you', 'owen']",1.0000000000000002,1.0
81,"We need more water, yo.",,We need more water.,src,PG,,we need more water yo,we need more water,['we need more water yo'],['we need more water'],"[['we', 'need', 'more', 'water', 'yo']]","[['we', 'need', 'more', 'water']]","['we', 'need', 'more', 'water', 'yo']","['we', 'need', 'more', 'water']",0.8506050727330504,0.9375398755073547
82,I want to see your eyes.,,I wanna see your eyes.,src,PG,,i want to see your eyes,i want to see your eyes,['i want to see your eyes'],['i want to see your eyes'],"[['i', 'want', 'to', 'see', 'your', 'eyes']]","[['i', 'want', 'to', 'see', 'your', 'eyes']]","['I', 'want', 'to', 'see', 'your', 'eye']","['I', 'want', 'to', 'see', 'your', 'eye']",1.0000000000000002,1.000000238418579
83,"Morning, Sarah.",,"Good morning, Sarah.",src,PG,,morning sarah,good morning sarah,['morning sarah'],['good morning sarah'],"[['morning', 'sarah']]","[['good', 'morning', 'sarah']]","['morning', 'sarah']","['good', 'morning', 'sarah']",0.8930421236435244,0.8484811782836914
84,"Thank you, molly.",,"Thank you, Molly.",src,PG,,thank you molly,thank you molly,['thank you molly'],['thank you molly'],"[['thank', 'you', 'molly']]","[['thank', 'you', 'molly']]","['thank', 'you', 'molly']","['thank', 'you', 'molly']",1.0000000000000002,1.0000001192092896
85,Who's mary?,,Who's Mary?,src,PG,,who is mary,who is mary,['who is mary'],['who is mary'],"[['who', 'is', 'mary']]","[['who', 'is', 'mary']]","['who', 'be', 'mary']","['who', 'be', 'mary']",1.0,1.0000003576278687
86,"Morning, annie.",,"Good morning, Annie.",src,PG,,morning annie,good morning annie,['morning annie'],['good morning annie'],"[['morning', 'annie']]","[['good', 'morning', 'annie']]","['morning', 'annie']","['good', 'morning', 'annie']",0.9004403937252485,0.7755222320556641
87,What's she lookin 'for?,,What's she looking for?,src,PG,,what is she lookin for,what is she looking for,['what is she lookin for'],['what is she looking for'],"[['what', 'is', 'she', 'lookin', 'for']]","[['what', 'is', 'she', 'looking', 'for']]","['what', 'be', 'she', 'lookin', 'for']","['what', 'be', 'she', 'look', 'for']",0.5998476865846387,0.9660428762435913
88,It's joshy.,,It's Josh.,src,PG,,it is joshy,it is josh,['it is joshy'],['it is josh'],"[['it', 'is', 'joshy']]","[['it', 'is', 'josh']]","['it', 'be', 'joshy']","['it', 'be', 'josh']",0.15462731913587194,0.9769408702850342
89,"Hey, bella.",,"Hey, Bella.",src,PG,,hey bella,hey bella,['hey bella'],['hey bella'],"[['hey', 'bella']]","[['hey', 'bella']]","['hey', 'bella']","['hey', 'bella']",1.0,0.9999998211860657
90,"Thankyou, Jessica.",,"Thank you, Jessica.",src,PG,,thankyou jessica,thank you jessica,['thankyou jessica'],['thank you jessica'],"[['thankyou', 'jessica']]","[['thank', 'you', 'jessica']]","['thankyou', 'jessica']","['thank', 'you', 'jessica']",0.6748178116728343,0.9705784320831299
91,"Thank you, kathy.",,"Thank you, Kathy.",src,PG,,thank you kathy,thank you kathy,['thank you kathy'],['thank you kathy'],"[['thank', 'you', 'kathy']]","[['thank', 'you', 'kathy']]","['thank', 'you', 'kathy']","['thank', 'you', 'kathy']",1.0,1.0
92,Warsawa..,,Warsaw.,src,PG,,warsawa,warsaw,['warsawa'],['warsaw'],[['warsawa']],[['warsaw']],['warsawa'],['warsaw'],0.0,0.8510533571243286
93,"Cannibal, cannibal, please.",,Cannibal.,src,PG,,cannibal cannibal please,cannibal,['cannibal cannibal please'],['cannibal'],"[['cannibal', 'cannibal', 'please']]",[['cannibal']],"['cannibal', 'cannibal', 'please']",['cannibal'],0.9507861109565722,0.7135497331619263
94,BosIey.,,BosIey.,src,PG,,bosiey,bosiey,['bosiey'],['bosiey'],[['bosiey']],[['bosiey']],['bosiey'],['bosiey'],1.0,0.9999999403953552
95,Dean you okay?,,"Dean, you all right?",src,PG,,dean you okay,dean you all right,['dean you okay'],['dean you all right'],"[['dean', 'you', 'okay']]","[['dean', 'you', 'all', 'right']]","['dean', 'you', 'okay']","['dean', 'you', 'all', 'right']",0.6518835623089992,0.8636641502380371
96,Champagne for y'all.,,Champagne for everybody.,src,PG,,champagne for you all,champagne for everybody,['champagne for you all'],['champagne for everybody'],"[['champagne', 'for', 'you', 'all']]","[['champagne', 'for', 'everybody']]","['champagne', 'for', 'you', 'all']","['champagne', 'for', 'everybody']",0.7177126364256589,0.915663480758667
97,Where is the bride?,,Where's the bride?,src,PG,,where is the bride,where is the bride,['where is the bride'],['where is the bride'],"[['where', 'is', 'the', 'bride']]","[['where', 'is', 'the', 'bride']]","['where', 'be', 'the', 'bride']","['where', 'be', 'the', 'bride']",1.0,0.9999999403953552
98,I'm at the bridge.,,I'm at the bridge.,src,PG,,i am at the bridge,i am at the bridge,['i am at the bridge'],['i am at the bridge'],"[['i', 'am', 'at', 'the', 'bridge']]","[['i', 'am', 'at', 'the', 'bridge']]","['I', 'be', 'at', 'the', 'bridge']","['I', 'be', 'at', 'the', 'bridge']",1.0,0.9999998807907104
99,The water's boiling.,,The water's boiling.,src,PG,,the waters boiling,the waters boiling,['the waters boiling'],['the waters boiling'],"[['the', 'waters', 'boiling']]","[['the', 'waters', 'boiling']]","['the', 'water', 'boil']","['the', 'water', 'boil']",1.0,1.0
100,I'm going to have a Son.,,I'm going to have a son.,src,PG,,i am going to have a son,i am going to have a son,['i am going to have a son'],['i am going to have a son'],"[['i', 'am', 'going', 'to', 'have', 'a', 'son']]","[['i', 'am', 'going', 'to', 'have', 'a', 'son']]","['I', 'be', 'go', 'to', 'have', 'a', 'son']","['I', 'be', 'go', 'to', 'have', 'a', 'son']",1.0,0.9999999403953552
101,"Thanks, Natalie.",,"Thank you, Natalie.",src,PG,,thanks natalie,thank you natalie,['thanks natalie'],['thank you natalie'],"[['thanks', 'natalie']]","[['thank', 'you', 'natalie']]","['thanks', 'natalie']","['thank', 'you', 'natalie']",0.7391647036247025,0.9919105768203735
102,His son's lame.,,His son's dead.,src,PG,,his sons lame,his sons dead,['his sons lame'],['his sons dead'],"[['his', 'sons', 'lame']]","[['his', 'sons', 'dead']]","['his', 'son', 'lame']","['his', 'son', 'dead']",0.5799770215033797,0.7706851959228516
103,Do you hear the tune?,,Do you hear music?,src,PG,,do you hear the tune,do you hear music,['do you hear the tune'],['do you hear music'],"[['do', 'you', 'hear', 'the', 'tune']]","[['do', 'you', 'hear', 'music']]","['do', 'you', 'hear', 'the', 'tune']","['do', 'you', 'hear', 'music']",0.40746054555789757,0.8307527303695679
104,A hunting accident- -,,A hunting accident.,src,PG,,a hunting accident ,a hunting accident,['a hunting accident'],['a hunting accident'],"[['a', 'hunting', 'accident']]","[['a', 'hunting', 'accident']]","['a', 'hunt', 'accident']","['a', 'hunt', 'accident']",1.0,0.9999999403953552
105,It's Ivan Locke,,It's Ivan Locke.,src,PG,,it is ivan locke,it is ivan locke,['it is ivan locke'],['it is ivan locke'],"[['it', 'is', 'ivan', 'locke']]","[['it', 'is', 'ivan', 'locke']]","['it', 'be', 'ivan', 'locke']","['it', 'be', 'ivan', 'locke']",1.0000000000000002,0.9999998211860657
106,Where's the princessa?,,Where's the princess?,src,PG,,where is the princessa,where is the princess,['where is the princessa'],['where is the princess'],"[['where', 'is', 'the', 'princessa']]","[['where', 'is', 'the', 'princess']]","['where', 'be', 'the', 'princessa']","['where', 'be', 'the', 'princess']",0.3092598117057664,0.9967284202575684
107,"Thank you, hollyy.",,"Thank you, Holly.",src,PG,,thank you hollyy,thank you holly,['thank you hollyy'],['thank you holly'],"[['thank', 'you', 'hollyy']]","[['thank', 'you', 'holly']]","['thank', 'you', 'hollyy']","['thank', 'you', 'holly']",0.5280291402290304,0.9879992008209229
108,Whwhat beach?,,What beach?,src,PG,,whwhat beach,what beach,['whwhat beach'],['what beach'],"[['whwhat', 'beach']]","[['what', 'beach']]","['whwhat', 'beach']","['what', 'beach']",0.6206320110813204,0.8378939628601074
109,She doesn't have lovers.,,She doesn't have any friends.,src,PG,,she does not have lovers,she does not have any friends,['she does not have lovers'],['she does not have any friends'],"[['she', 'does', 'not', 'have', 'lovers']]","[['she', 'does', 'not', 'have', 'any', 'friends']]","['she', 'do', 'not', 'have', 'lover']","['she', 'do', 'not', 'have', 'any', 'friend']",0.38422075405178613,0.6974035501480103
110,"6-0, 6-0, 6-0, 6-0, 6-0.",,650.,src,PG,,60 60 60 60 60,650,['60 60 60 60 60'],['650'],"[['60', '60', '60', '60', '60']]",[['650']],"['60', '60', '60', '60', '60']",['650'],0.0,0.622032105922699
111,"Thank you,  Leon.",,"Thank you, Leon.",src,PG,,thank you  leon,thank you leon,['thank you  leon'],['thank you leon'],"[['thank', 'you', 'leon']]","[['thank', 'you', 'leon']]","['thank', 'you', 'leon']","['thank', 'you', 'leon']",1.0000000000000002,1.0
112,It's my handwriting.,,It is my handwriting.,src,PG,,it is my handwriting,it is my handwriting,['it is my handwriting'],['it is my handwriting'],"[['it', 'is', 'my', 'handwriting']]","[['it', 'is', 'my', 'handwriting']]","['it', 'be', 'my', 'handwrite']","['it', 'be', 'my', 'handwrite']",1.0,0.9999998807907104
113,He's got your eyes.,,He's got your eyes.,src,PG,,he is got your eyes,he is got your eyes,['he is got your eyes'],['he is got your eyes'],"[['he', 'is', 'got', 'your', 'eyes']]","[['he', 'is', 'got', 'your', 'eyes']]","['he', 'be', 'get', 'your', 'eye']","['he', 'be', 'get', 'your', 'eye']",1.0000000000000002,1.0
114,1 1 1 minutes.,,11 minutes.,src,PG,,1 1 1 minutes,11 minutes,['1 1 1 minutes'],['11 minutes'],"[['1', '1', '1', 'minutes']]","[['11', 'minutes']]","['1', '1', '1', 'minute']","['11', 'minute']",1.0,0.8272867202758789
115,Where's tracys?,,Where's Tracy?,src,PG,,where is tracys,where is tracy,['where is tracys'],['where is tracy'],"[['where', 'is', 'tracys']]","[['where', 'is', 'tracy']]","['where', 'be', 'tracy']","['where', 'be', 'tracy']",1.0000000000000002,0.9999997615814209
116,Where's Oliver?,,Where's Oliver?,src,PG,,where is oliver,where is oliver,['where is oliver'],['where is oliver'],"[['where', 'is', 'oliver']]","[['where', 'is', 'oliver']]","['where', 'be', 'oliver']","['where', 'be', 'oliver']",1.0,0.9999998807907104
117,I'm a chaser.,,I'm a hunter.,src,PG,,i am a chaser,i am a hunter,['i am a chaser'],['i am a hunter'],"[['i', 'am', 'a', 'chaser']]","[['i', 'am', 'a', 'hunter']]","['I', 'be', 'a', 'chaser']","['I', 'be', 'a', 'hunter']",0.20063860557792035,0.8838387131690979
118,Where's greg?,,Where's Greg?,src,PG,,where is greg,where is greg,['where is greg'],['where is greg'],"[['where', 'is', 'greg']]","[['where', 'is', 'greg']]","['where', 'be', 'greg']","['where', 'be', 'greg']",1.0000000000000002,0.9999998807907104
119,"Thanks, carlos.",,"Thank you, Carlos.",src,PG,,thanks carlos,thank you carlos,['thanks carlos'],['thank you carlos'],"[['thanks', 'carlos']]","[['thank', 'you', 'carlos']]","['thanks', 'carlos']","['thank', 'you', 'carlos']",0.7555864637746648,0.9868471622467041
120,"Thanks, Alfredo.",,"Thank you, Alfred.",src,PG,,thanks alfredo,thank you alfred,['thanks alfredo'],['thank you alfred'],"[['thanks', 'alfredo']]","[['thank', 'you', 'alfred']]","['thanks', 'alfredo']","['thank', 'you', 'alfred']",0.0,0.9501038789749146
121,Gandhi,,Gandhi?,src,PG,,gandhi,gandhi,['gandhi'],['gandhi'],[['gandhi']],[['gandhi']],['gandhi'],['gandhi'],1.0,0.9999998211860657
122,He believes in you.,,He believes in you.,src,PG,,he believes in you,he believes in you,['he believes in you'],['he believes in you'],"[['he', 'believes', 'in', 'you']]","[['he', 'believes', 'in', 'you']]","['he', 'believe', 'in', 'you']","['he', 'believe', 'in', 'you']",1.0000000000000002,1.0
123,The bar's open-ended.,,Bar's open.,src,PG,,the bars openended,bars open,['the bars openended'],['bars open'],"[['the', 'bars', 'openended']]","[['bars', 'open']]","['the', 'bar', 'openend']","['bar', 'open']",0.4771861761358877,0.9567738771438599
124,I'm not your granddaughter,,I'm not your daughter.,src,PG,,i am not your granddaughter,i am not your daughter,['i am not your granddaughter'],['i am not your daughter'],"[['i', 'am', 'not', 'your', 'granddaughter']]","[['i', 'am', 'not', 'your', 'daughter']]","['I', 'be', 'not', 'your', 'granddaughter']","['I', 'be', 'not', 'your', 'daughter']",0.3481591764616475,0.822960376739502
125,"Thank you, ralph",,"Thank you, Ralph.",src,PG,,thank you ralph,thank you ralph,['thank you ralph'],['thank you ralph'],"[['thank', 'you', 'ralph']]","[['thank', 'you', 'ralph']]","['thank', 'you', 'ralph']","['thank', 'you', 'ralph']",1.0,1.0
126,"Thanks, Seth.",,"Thank you, Seth.",src,PG,,thanks seth,thank you seth,['thanks seth'],['thank you seth'],"[['thanks', 'seth']]","[['thank', 'you', 'seth']]","['thanks', 'seth']","['thank', 'you', 'seth']",0.7391647036247025,0.9844796657562256
127,Wh-Where's Simon?,,Where's Simon?,src,PG,,whwhere is simon,where is simon,['whwhere is simon'],['where is simon'],"[['whwhere', 'is', 'simon']]","[['where', 'is', 'simon']]","['whwhere', 'be', 'simon']","['where', 'be', 'simon']",0.722106039610081,0.8745896220207214
128,Where's jasons?,,Where's Jason?,src,PG,,where is jasons,where is jason,['where is jasons'],['where is jason'],"[['where', 'is', 'jasons']]","[['where', 'is', 'jason']]","['where', 'be', 'jason']","['where', 'be', 'jason']",1.0000000000000002,1.000000238418579
129,We're explorers..,,We're explorers.,src,PG,,we are explorers,we are explorers,['we are explorers'],['we are explorers'],"[['we', 'are', 'explorers']]","[['we', 'are', 'explorers']]","['we', 'be', 'explorer']","['we', 'be', 'explorer']",1.0000000000000002,1.0000001192092896
130,Sixty-minutes.,,60 minutes.,src,PG,,sixtyminutes,60 minutes,['sixtyminutes'],['60 minutes'],[['sixtyminutes']],"[['60', 'minutes']]",['sixtyminute'],"['60', 'minute']",0.0,0.8516478538513184
131,Tony Vermont.,,TONY Vermont.,src,PG,,tony vermont,tony vermont,['tony vermont'],['tony vermont'],"[['tony', 'vermont']]","[['tony', 'vermont']]","['tony', 'vermont']","['tony', 'vermont']",1.0000000000000002,0.9999998807907104
132,"Thanks, Julian.",,"Thank you, Julian.",src,PG,,thanks julian,thank you julian,['thanks julian'],['thank you julian'],"[['thanks', 'julian']]","[['thank', 'you', 'julian']]","['thanks', 'julian']","['thank', 'you', 'julian']",0.7555864637746648,0.9868423938751221
133,He's beggars.,,He's praying.,src,PG,,he is beggars,he is praying,['he is beggars'],['he is praying'],"[['he', 'is', 'beggars']]","[['he', 'is', 'praying']]","['he', 'be', 'beggar']","['he', 'be', 'praying']",0.17412333848627437,0.6297364234924316
134,Baggins!,,Baggins.,src,PG,,baggins,baggins,['baggins'],['baggins'],[['baggins']],[['baggins']],['baggins'],['baggins'],1.0,1.0000001192092896
135,Where's thomas?,,Where's Thomas?,src,PG,,where is thomas,where is thomas,['where is thomas'],['where is thomas'],"[['where', 'is', 'thomas']]","[['where', 'is', 'thomas']]","['where', 'be', 'thomas']","['where', 'be', 'thomas']",1.0,1.0
136,estellee.,,EsteIIe.,src,PG,,estellee,esteiie,['estellee'],['esteiie'],[['estellee']],[['esteiie']],['estellee'],['esteiie'],0.0,0.8250768184661865
